gameid,date,team_blue,team_red,result,result_diff,golddiffat15_diff,xpdiffat15_diff,csdiffat15_diff,kills_diff,assists_diff,firstblood_diff,firsttower_diff,firstmidtower_diff,firsttothreetowers_diff,firstdragon_diff,firstherald_diff,firstbaron_diff,dragons_diff,elementaldrakes_diff,elders_diff,wpm_diff,wcpm_diff,vspm_diff,form_wr_diff,side_wr_diff,h2h_diff
LOLTMNT03_338517,2026-01-21 11:14:52,DN SOOPers,Kiwoom DRX,0,0.0,1346.6,1202.8,1.1999999999999993,-4.799999999999999,-10.2,-0.4,0.2,-0.39999999999999997,0.0,-0.19999999999999996,-0.19999999999999996,0.0,-0.6000000000000001,-0.3999999999999999,-0.2,0.33177999999999974,0.3832199999999999,0.6194399999999991,0.0,0.16666666666666669,0.0
LOLTMNT03_338532,2026-01-21 12:06:46,Kiwoom DRX,DN SOOPers,0,0.16666666666666666,-456.83333333333337,-262.00000000000006,-0.33333333333333215,6.666666666666667,14.5,0.5,0.0,0.5,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,1.1666666666666667,1.0000000000000002,0.16666666666666666,-0.3350000000000004,-0.2821166666666668,-0.34598333333333287,0.4,0.0,0.5
LOLTMNT03_338544,2026-01-21 13:00:21,DN SOOPers,Kiwoom DRX,1,0.0,811.5714285714284,510.8571428571429,1.4285714285714288,-3.8571428571428577,-9.142857142857142,-0.5714285714285714,0.14285714285714285,-0.5714285714285714,-0.2857142857142857,-0.14285714285714285,-0.4285714285714286,0.0,-0.4285714285714286,-0.2857142857142858,-0.14285714285714285,0.36655714285714325,0.24622857142857124,0.5083142857142864,-0.2,-0.16666666666666669,0.0
LOLTMNT03_339583,2026-01-22 08:05:25,Hanwha Life Esports,HANJIN BRION,1,0.0,5.599999999999909,-253.4000000000001,21.6,1.0,2.1999999999999993,0.39999999999999997,-0.4,0.0,-0.2,0.0,0.0,-0.2,0.8000000000000003,0.6000000000000001,0.2,-0.30079999999999973,-0.2843599999999997,-0.8956,0.0,-0.25,0.0
LOLTMNT03_339592,2026-01-22 09:06:13,Hanwha Life Esports,HANJIN BRION,0,0.16666666666666666,700.6666666666666,199.16666666666663,34.333333333333336,1.5,4.166666666666664,0.5,-0.16666666666666666,0.16666666666666666,0.0,0.16666666666666663,0.16666666666666666,-0.33333333333333337,1.1666666666666667,1.0000000000000002,0.16666666666666666,-0.18758333333333344,-0.13331666666666653,-0.3677833333333336,0.0,0.1333333333333333,0.5
LOLTMNT03_339605,2026-01-22 10:02:22,HANJIN BRION,Hanwha Life Esports,0,0.0,218.0,519.2857142857142,-22.57142857142857,-0.14285714285714235,-1.142857142857146,-0.5714285714285714,0.2857142857142857,0.0,0.14285714285714285,0.0,0.0,0.42857142857142855,-0.5714285714285714,-0.4285714285714286,-0.14285714285714285,0.2839428571428573,0.07732857142857141,0.43018571428571484,0.2,-0.3333333333333333,0.0
LOLTMNT03_339627,2026-01-22 11:14:53,Gen.G,BNK FEARX,1,0.19999999999999996,3295.35,2808.1,33.2,6.75,11.25,-0.09999999999999998,0.6,-0.050000000000000044,0.19999999999999996,0.35,0.6,0.15000000000000002,1.7,1.45,0.25,-0.31741000000000064,-0.019359999999999822,-0.08821000000000012,0.19999999999999996,0.0,0.0
LOLTMNT03_340003,2026-01-22 12:11:59,Gen.G,BNK FEARX,1,0.33333333333333337,1876.1666666666667,1124.0,19.96666666666667,4.733333333333331,9.899999999999999,-0.2666666666666666,0.6666666666666667,0.13333333333333341,-0.033333333333333326,0.46666666666666673,0.6666666666666667,0.30000000000000004,1.2000000000000002,1.0,0.2,-0.356616666666667,0.05202333333333331,0.04777666666666747,0.4,0.33333333333333337,0.5
LOLTMNT03_341143,2026-01-23 08:04:55,T1,KT Rolster,1,0.2666666666666666,2947.2,3070.7666666666664,20.6,11.2,22.366666666666664,-0.26666666666666666,0.6,-0.26666666666666666,0.43333333333333335,-0.06666666666666671,0.3,0.6333333333333333,0.5666666666666664,0.5666666666666664,0.0,0.10091333333333363,-0.23843999999999999,-0.6069466666666692,0.4,0.16666666666666669,0.0
LOLTMNT03_341150,2026-01-23 09:00:11,T1,KT Rolster,1,0.380952380952381,3106.8571428571427,3259.7380952380954,23.904761904761905,11.309523809523808,22.761904761904763,-0.07142857142857145,0.6666666666666667,-0.07142857142857145,0.5238095238095237,0.09523809523809523,0.09523809523809523,0.6904761904761905,1.0952380952380951,1.0952380952380951,0.0,0.030514285714285716,-0.14486190476190486,-0.39414285714285846,0.4,0.35,0.5
LOLTMNT03_340138,2026-01-23 10:33:19,Kiwoom DRX,Nongshim RedForce,1,-0.17857142857142855,-969.2678571428571,-562.1785714285714,-19.696428571428573,-1.0892857142857135,-1.821428571428573,0.32142857142857145,-0.5892857142857143,0.0535714285714286,-0.1964285714285714,-0.0714285714285714,0.1785714285714286,-0.0357142857142857,0.125,0.0,0.125,-0.22997500000000048,-0.5126607142857147,-0.9301732142857162,-0.19999999999999996,-0.4,0.0
LOLTMNT03_340145,2026-01-23 11:24:18,Kiwoom DRX,Nongshim RedForce,0,-0.041666666666666685,-1935.0972222222222,-1253.0555555555557,-24.13888888888889,0.125,1.25,0.16666666666666663,-0.6388888888888888,-0.06944444444444442,-0.2916666666666667,0.05555555555555558,0.04166666666666663,0.08333333333333331,-0.01388888888888884,-0.125,0.1111111111111111,-0.2537930555555552,-0.42698333333333327,-0.8539750000000002,0.0,-0.08333333333333331,0.5
LOLTMNT03_341173,2026-01-23 12:21:14,Nongshim RedForce,Kiwoom DRX,0,0.14444444444444443,1618.6888888888889,1111.7444444444445,26.555555555555557,0.68888888888889,2.9777777777777814,-0.0444444444444444,0.4666666666666666,0.16666666666666663,0.36666666666666664,0.05555555555555558,0.06666666666666665,0.033333333333333326,0.3333333333333335,0.43333333333333357,-0.1,0.19939555555555577,0.4655366666666667,0.9269622222222225,0.0,0.09999999999999998,0.0
LOLTMNT03_341253,2026-01-24 08:04:56,DN SOOPers,Hanwha Life Esports,0,0.0,284.5,438.625,-14.0,-2.875,-8.375,-0.375,0.125,-0.125,0.0,-0.125,-0.125,0.125,-0.75,-0.625,-0.125,-0.10828750000000031,-0.24011249999999995,-0.7198374999999988,0.0,0.0,0.0
LOLTMNT03_340232,2026-01-24 09:04:12,DN SOOPers,Hanwha Life Esports,1,-0.1111111111111111,413.3333333333333,597.6666666666666,-6.666666666666667,-3.8888888888888875,-11.666666666666668,-0.4444444444444445,0.2222222222222222,-0.2222222222222222,-0.1111111111111111,0.0,-0.2222222222222222,0.0,-0.8888888888888888,-0.7777777777777777,-0.1111111111111111,-0.1170666666666671,-0.19262222222222203,-0.6071555555555541,-0.19999999999999996,-0.19999999999999996,-0.5
LOLTMNT03_341276,2026-01-24 10:06:14,DN SOOPers,Hanwha Life Esports,0,0.0,552.6,834.5,-1.6,-2.6999999999999993,-8.000000000000004,-0.29999999999999993,0.3,-0.3,0.0,0.09999999999999998,-0.10000000000000003,-0.10000000000000003,-0.19999999999999973,-0.2999999999999998,0.1,-0.18128000000000055,-0.1531199999999997,-0.5211299999999994,0.0,0.0,0.0
