gameid,date,game,teamname,side,result,gamelength,ckpm,golddiffat15,xpdiffat15,csdiffat15,firstblood,firstdragon,firstherald,firstbaron,firsttower,firstmidtower,firsttothreetowers,kills,deaths,assists,wpm,wcpm,vspm,dragons,elementaldrakes,elders
LOLTMNT02_355631,2026-02-20 09:07:24,2,DN SOOPers,Red,0,2284,0.683,74.0,-1388.0,-46.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,9,17,19,4.0718,1.8651,10.7706,4.0,4.0,0.0
LOLTMNT02_355637,2026-02-20 10:07:12,3,Dplus Kia,Blue,0,1971,0.7915,102.0,1528.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,21,10,3.1963,1.8569,10.1065,0.0,0.0,0.0
LOLTMNT02_355637,2026-02-20 10:07:12,3,DN SOOPers,Red,1,1971,0.7915,-102.0,-1528.0,-41.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21,5,43,3.2877,1.6438,10.2588,4.0,4.0,0.0
LOLTMNT02_356609,2026-02-20 11:02:23,4,DN SOOPers,Blue,0,1792,0.5357,645.0,-894.0,-12.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5,11,12,3.3482,1.1384,8.5045,2.0,2.0,0.0
LOLTMNT02_356609,2026-02-20 11:02:23,4,Dplus Kia,Red,1,1792,0.5357,-645.0,894.0,12.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,11,5,27,2.7455,2.0424,9.9107,2.0,2.0,0.0
LOLTMNT02_356695,2026-02-21 08:08:52,1,Gen.G,Blue,1,1906,0.9759,560.0,1080.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,18,13,47,4.2497,1.8573,11.1123,4.0,4.0,0.0
LOLTMNT02_356695,2026-02-21 08:08:52,1,BNK FEARX,Red,0,1906,0.9759,-560.0,-1080.0,-5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13,18,33,3.8405,1.4166,9.5383,1.0,1.0,0.0
LOLTMNT02_355782,2026-02-21 09:07:41,2,Gen.G,Blue,1,2014,0.9235,645.0,1066.0,72.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,19,12,40,3.575,1.6683,10.8441,1.0,1.0,0.0
LOLTMNT02_355782,2026-02-21 09:07:41,2,BNK FEARX,Red,0,2014,0.9235,-645.0,-1066.0,-72.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,12,19,31,3.426,1.5194,8.5204,3.0,3.0,0.0
LOLTMNT02_356711,2026-02-21 10:03:38,3,Gen.G,Blue,0,1717,0.7688,627.0,1549.0,29.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,5,17,10,3.145,1.6075,9.3302,0.0,0.0,0.0
LOLTMNT02_356711,2026-02-21 10:03:38,3,BNK FEARX,Red,1,1717,0.7688,-627.0,-1549.0,-29.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,17,5,45,3.5294,1.3978,9.1904,4.0,4.0,0.0
LOLTMNT02_355793,2026-02-21 10:56:33,4,Gen.G,Blue,1,1395,1.1183,8341.0,4851.0,77.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22,4,49,3.1828,1.1613,8.2581,3.0,3.0,0.0
LOLTMNT02_355793,2026-02-21 10:56:33,4,BNK FEARX,Red,0,1395,1.1183,-8341.0,-4851.0,-77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,22,13,3.1828,0.8172,7.1828,0.0,0.0,0.0
LOLTMNT02_356869,2026-02-22 08:08:41,1,Dplus Kia,Blue,0,2097,0.9442,-280.0,115.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13,20,31,3.0901,1.8026,9.814,1.0,1.0,0.0
LOLTMNT02_356869,2026-02-22 08:08:41,1,T1,Red,1,2097,0.9442,280.0,-115.0,-20.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,20,13,46,3.5479,1.7454,9.9571,3.0,3.0,0.0
LOLTMNT02_356875,2026-02-22 09:08:21,2,Dplus Kia,Blue,0,1744,1.0665,-498.0,-130.0,-38.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7,25,11,3.8188,1.4106,9.7362,0.0,0.0,0.0
LOLTMNT02_356875,2026-02-22 09:08:21,2,T1,Red,1,1744,1.0665,498.0,130.0,38.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,24,7,54,3.7844,1.7546,10.4931,3.0,3.0,0.0
LOLTMNT02_356881,2026-02-22 10:01:38,3,T1,Blue,0,2351,0.6125,1781.0,1115.0,-20.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,9,15,10,3.2667,1.5568,9.2131,1.0,1.0,0.0
LOLTMNT02_356881,2026-02-22 10:01:38,3,Dplus Kia,Red,1,2351,0.6125,-1781.0,-1115.0,20.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,15,9,33,3.1901,1.7099,9.8511,4.0,4.0,0.0
LOLTMNT02_355917,2026-02-22 11:04:59,4,Dplus Kia,Blue,1,2033,0.8264,-1438.0,-438.0,29.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,14,14,25,4.3089,1.6527,10.9788,4.0,4.0,0.0
LOLTMNT02_355917,2026-02-22 11:04:59,4,T1,Red,0,2033,0.8264,1438.0,438.0,-29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14,14,23,3.7777,2.0364,10.9788,1.0,1.0,0.0
LOLTMNT02_356890,2026-02-22 12:02:50,5,Dplus Kia,Blue,1,1893,0.7607,-802.0,44.0,-24.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,15,9,36,3.4231,1.7116,10.6498,3.0,3.0,0.0
LOLTMNT02_356890,2026-02-22 12:02:50,5,T1,Red,0,1893,0.7607,802.0,-44.0,24.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,9,15,14,3.9303,1.3946,9.4136,2.0,2.0,0.0
LOLTMNT02_360177,2026-02-28 08:23:00,1,Dplus Kia,Blue,0,1734,0.9343,-1455.0,-531.0,-25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9,18,15,3.218,1.1765,7.6125,1.0,1.0,0.0
LOLTMNT02_360177,2026-02-28 08:23:00,1,BNK FEARX,Red,1,1734,0.9343,1455.0,531.0,25.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,18,9,49,3.9446,1.3495,9.7232,3.0,3.0,0.0
LOLTMNT02_360180,2026-02-28 09:16:16,2,BNK FEARX,Blue,1,2096,0.916,-733.0,-1604.0,-26.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,20,12,48,4.3798,1.6889,10.7347,3.0,3.0,0.0
LOLTMNT02_360180,2026-02-28 09:16:16,2,Dplus Kia,Red,0,2096,0.916,733.0,1604.0,26.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,12,20,25,3.4065,1.8607,9.4752,2.0,2.0,0.0
LOLTMNT02_360183,2026-02-28 10:13:45,3,BNK FEARX,Blue,1,1854,1.2621,275.0,-253.0,-17.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,28,11,57,3.8188,1.3592,9.4498,2.0,2.0,0.0
LOLTMNT02_360183,2026-02-28 10:13:45,3,Dplus Kia,Red,0,1854,1.2621,-275.0,253.0,17.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,11,28,22,3.5922,1.1974,8.6084,2.0,2.0,0.0
LOLTMNT02_360283,2026-03-01 08:22:46,1,Gen.G,Blue,1,1673,0.9325,545.0,291.0,5.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,17,9,40,4.2319,2.0442,11.6916,3.0,3.0,0.0
LOLTMNT02_360283,2026-03-01 08:22:46,1,BNK FEARX,Red,0,1673,0.9325,-545.0,-291.0,-5.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,9,17,16,4.0885,1.5421,10.1136,1.0,1.0,0.0
LOLTMNT02_360285,2026-03-01 09:14:27,2,Gen.G,Blue,1,1447,0.6634,-1397.0,95.0,-20.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,13,3,40,4.105,1.4927,9.3296,3.0,3.0,0.0
LOLTMNT02_360285,2026-03-01 09:14:27,2,BNK FEARX,Red,0,1447,0.6634,1397.0,-95.0,20.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3,13,4,3.5245,1.9074,10.2004,1.0,1.0,0.0
LOLTMNT02_360286,2026-03-01 10:01:17,3,Gen.G,Blue,1,1854,0.6796,1923.0,1397.0,58.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,18,3,41,3.657,1.8447,11.0032,4.0,4.0,0.0
LOLTMNT02_360286,2026-03-01 10:01:17,3,BNK FEARX,Red,0,1854,0.6796,-1923.0,-1397.0,-58.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3,18,7,3.1715,1.4239,7.5081,1.0,1.0,0.0
LOLTMNT02_375568,2026-04-01 08:11:43,1,HANJIN BRION,Blue,0,1927,0.6539,-4929.0,-1904.0,-27.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5,16,13,3.5807,1.5568,9.3098,1.0,1.0,0.0
LOLTMNT02_375568,2026-04-01 08:11:43,1,Hanwha Life Esports,Red,1,1927,0.6539,4929.0,1904.0,27.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,16,5,38,3.9543,1.6814,9.7457,3.0,3.0,0.0
LOLTMNT02_375577,2026-04-01 09:05:37,2,Hanwha Life Esports,Blue,1,1774,1.1499,3094.0,2882.0,28.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,19,15,42,3.2807,1.6911,10.0451,1.0,1.0,0.0
LOLTMNT02_375577,2026-04-01 09:05:37,2,HANJIN BRION,Red,0,1774,1.1499,-3094.0,-2882.0,-28.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,15,19,24,3.8557,1.6573,9.9775,3.0,3.0,0.0
LOLTMNT02_374657,2026-04-01 10:23:34,1,KT Rolster,Blue,1,1440,0.5,3118.0,1759.0,52.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12,0,27,3.125,1.5833,9.1667,2.0,2.0,0.0
LOLTMNT02_374657,2026-04-01 10:23:34,1,T1,Red,0,1440,0.5,-3118.0,-1759.0,-52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0,3.3333,1.4583,8.8333,0.0,0.0,0.0
LOLTMNT02_374671,2026-04-01 11:09:27,2,KT Rolster,Blue,1,2434,0.9614,95.0,-1253.0,24.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,27,12,66,4.2892,1.8735,10.871,3.0,3.0,0.0
LOLTMNT02_374671,2026-04-01 11:09:27,2,T1,Red,0,2434,0.9614,-95.0,1253.0,-24.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,12,27,23,3.8209,1.8735,10.2301,3.0,3.0,0.0
LOLTMNT02_374985,2026-04-02 08:08:29,1,Nongshim RedForce,Blue,1,1979,0.9096,5002.0,3269.0,72.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19,11,36,3.335,2.0616,10.9146,3.0,3.0,0.0
LOLTMNT02_374985,2026-04-02 08:08:29,1,Dplus Kia,Red,0,1979,0.9096,-5002.0,-3269.0,-72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,19,26,4.093,1.334,8.671,2.0,2.0,0.0
LOLTMNT02_374997,2026-04-02 09:03:28,2,Nongshim RedForce,Blue,1,1406,1.0669,2645.0,3056.0,38.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21,4,55,3.2859,1.6643,9.7297,3.0,3.0,0.0
LOLTMNT02_374997,2026-04-02 09:03:28,2,Dplus Kia,Red,0,1406,1.0669,-2645.0,-3056.0,-38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,21,9,3.3713,1.1522,8.2788,0.0,0.0,0.0
LOLTMNT02_376019,2026-04-02 10:15:16,1,Kiwoom DRX,Blue,0,1999,0.6603,-1658.0,-2619.0,-18.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,8,14,21,3.3917,1.8609,10.5353,1.0,1.0,0.0
LOLTMNT02_376019,2026-04-02 10:15:16,1,DN SOOPers,Red,1,1999,0.6603,1658.0,2619.0,18.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,14,8,38,3.992,1.4707,10.1751,4.0,4.0,0.0
LOLTMNT02_376026,2026-04-02 11:09:57,2,Kiwoom DRX,Blue,0,1795,0.9359,1800.0,544.0,-5.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,6,22,8,3.376,1.5042,10.2284,1.0,1.0,0.0
LOLTMNT02_376026,2026-04-02 11:09:57,2,DN SOOPers,Red,1,1795,0.9359,-1800.0,-544.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,22,7,57,3.5432,1.4373,9.8273,3.0,3.0,0.0
LOLTMNT02_377156,2026-04-03 08:10:24,1,KT Rolster,Blue,1,1553,0.8886,1321.0,-392.0,40.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,14,9,25,3.9794,1.6227,10.7405,3.0,3.0,0.0
LOLTMNT02_377156,2026-04-03 08:10:24,1,Gen.G,Red,0,1553,0.8886,-1321.0,392.0,-40.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9,14,15,3.3226,1.5454,9.1951,1.0,1.0,0.0
LOLTMNT02_376203,2026-04-03 08:58:48,2,Gen.G,Blue,1,1717,0.9785,3942.0,3060.0,61.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,23,5,34,3.7041,2.0268,11.4619,4.0,4.0,0.0
LOLTMNT02_376203,2026-04-03 08:58:48,2,KT Rolster,Red,0,1717,0.9785,-3942.0,-3060.0,-61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,23,8,3.9837,1.7123,9.8195,0.0,0.0,0.0
LOLTMNT02_376207,2026-04-03 09:48:35,3,Gen.G,Blue,0,1982,1.1201,-176.0,-947.0,49.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,13,24,29,3.3602,1.8769,10.4743,2.0,2.0,0.0
LOLTMNT02_376207,2026-04-03 09:48:35,3,KT Rolster,Red,1,1982,1.1201,176.0,947.0,-49.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,24,13,51,3.9051,1.4834,9.5055,3.0,3.0,0.0
LOLTMNT02_376241,2026-04-03 11:10:37,1,HANJIN BRION,Blue,1,2506,0.6225,1289.0,1700.0,28.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,20,6,45,4.2139,1.5802,10.2474,5.0,4.0,1.0
LOLTMNT02_376241,2026-04-03 11:10:37,1,BNK FEARX,Red,0,2506,0.6225,-1289.0,-1700.0,-28.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6,20,15,4.6449,2.0351,11.1812,1.0,0.0,1.0
LOLTMNT02_377199,2026-04-03 12:14:25,2,BNK FEARX,Blue,0,1874,0.5443,1569.0,1164.0,51.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,3,14,6,3.714,1.3767,9.1889,1.0,1.0,0.0
LOLTMNT02_377199,2026-04-03 12:14:25,2,HANJIN BRION,Red,1,1874,0.5443,-1569.0,-1164.0,-51.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,14,3,36,3.5539,1.889,10.0854,4.0,4.0,0.0
LOLTMNT02_376401,2026-04-04 08:08:38,1,Hanwha Life Esports,Blue,0,2194,1.0119,-798.0,95.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,12,25,23,3.7466,1.9417,10.5561,1.0,1.0,0.0
LOLTMNT02_376401,2026-04-04 08:08:38,1,T1,Red,1,2194,1.0119,798.0,-95.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,25,12,59,4.1568,1.8049,11.1851,4.0,4.0,0.0
LOLTMNT02_376413,2026-04-04 09:08:12,2,T1,Blue,1,2073,0.5499,30.0,1307.0,-19.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,11,8,18,4.1389,1.7656,9.9566,3.0,3.0,0.0
LOLTMNT02_376413,2026-04-04 09:08:12,2,Hanwha Life Esports,Red,0,2073,0.5499,-30.0,-1307.0,19.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8,11,22,3.7337,2.3444,10.5644,2.0,2.0,0.0
LOLTMNT02_377394,2026-04-04 10:30:33,1,Dplus Kia,Blue,1,1771,0.8131,3266.0,1969.0,65.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17,7,41,3.4557,1.694,10.6042,1.0,1.0,0.0
LOLTMNT02_377394,2026-04-04 10:30:33,1,Kiwoom DRX,Red,0,1771,0.8131,-3266.0,-1969.0,-65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,17,18,3.5912,1.3552,8.9102,3.0,3.0,0.0
LOLTMNT02_376440,2026-04-04 11:29:13,2,Dplus Kia,Blue,1,2267,0.9263,1266.0,36.0,55.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,17,18,27,3.3613,1.2969,10.4808,0.0,0.0,0.0
LOLTMNT02_376440,2026-04-04 11:29:13,2,Kiwoom DRX,Red,0,2267,0.9263,-1266.0,-36.0,-55.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,18,17,34,3.5465,1.2969,9.8721,4.0,4.0,0.0
LOLTMNT02_377509,2026-04-05 08:10:33,1,Nongshim RedForce,Blue,1,1963,0.8864,-2278.0,-2154.0,6.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,16,13,38,3.4233,1.8645,9.8421,0.0,0.0,0.0
LOLTMNT02_377509,2026-04-05 08:10:33,1,DN SOOPers,Red,0,1963,0.8864,2278.0,2154.0,-6.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,13,16,13,4.0346,1.62,10.3311,4.0,4.0,0.0
LOLTMNT02_377512,2026-04-05 09:04:05,2,Nongshim RedForce,Blue,1,1993,1.144,2938.0,2300.0,68.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,26,12,63,3.5825,1.4752,9.5133,5.0,4.0,1.0
LOLTMNT02_377512,2026-04-05 09:04:05,2,DN SOOPers,Red,0,1993,1.144,-2938.0,-2300.0,-68.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12,26,28,3.7331,1.144,8.9112,0.0,0.0,0.0
LOLTMNT02_376564,2026-04-05 10:22:53,1,Gen.G,Blue,1,1646,1.3123,3675.0,3071.0,22.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,26,10,59,3.7181,1.4945,9.514,3.0,3.0,0.0
LOLTMNT02_376564,2026-04-05 10:22:53,1,BNK FEARX,Red,0,1646,1.3123,-3675.0,-3071.0,-22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10,26,24,3.5358,1.3852,9.4046,1.0,1.0,0.0
LOLTMNT02_376566,2026-04-05 11:13:31,2,Gen.G,Blue,1,1895,0.8232,702.0,-82.0,20.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,18,8,58,3.4512,2.1214,10.6385,2.0,2.0,0.0
LOLTMNT02_376566,2026-04-05 11:13:31,2,BNK FEARX,Red,0,1895,0.8232,-702.0,82.0,-20.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,8,18,28,3.7995,1.3298,8.8971,3.0,3.0,0.0
LOLTMNT01_360022,2026-04-08 08:06:29,1,Hanwha Life Esports,Blue,1,2222,1.0531,2733.0,1564.0,40.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,24,15,62,3.6994,2.1062,11.7192,4.0,4.0,0.0
LOLTMNT01_360022,2026-04-08 08:06:29,1,Dplus Kia,Red,0,2222,1.0531,-2733.0,-1564.0,-40.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15,24,32,4.2394,1.6472,9.91,1.0,1.0,0.0
LOLTMNT01_360035,2026-04-08 09:04:42,2,Hanwha Life Esports,Blue,1,1605,0.9346,3461.0,443.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17,9,37,3.4393,1.9813,10.2804,4.0,4.0,0.0
LOLTMNT01_360035,2026-04-08 09:04:42,2,Dplus Kia,Red,0,1605,0.9346,-3461.0,-443.0,-18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,17,14,3.5514,1.4953,8.6355,0.0,0.0,0.0
LOLTMNT01_360054,2026-04-08 10:19:02,1,Gen.G,Blue,1,1552,0.8505,-1483.0,683.0,-10.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,16,6,43,4.0206,1.6237,10.6314,4.0,4.0,0.0
LOLTMNT01_360054,2026-04-08 10:19:02,1,T1,Red,0,1552,0.8505,1483.0,-683.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6,16,8,3.5954,1.5851,10.0515,0.0,0.0,0.0
LOLTMNT01_360067,2026-04-08 11:07:42,2,Gen.G,Blue,1,1746,0.8591,2059.0,1411.0,48.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19,6,49,3.6426,1.8557,10.4811,4.0,4.0,0.0
LOLTMNT01_360067,2026-04-08 11:07:42,2,T1,Red,0,1746,0.8591,-2059.0,-1411.0,-48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,19,15,3.5052,1.2715,8.7285,0.0,0.0,0.0
LOLTMNT01_359784,2026-04-09 08:06:21,1,Kiwoom DRX,Blue,0,1836,0.915,-495.0,-516.0,31.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,5,24,15,3.6601,1.5686,10.1307,0.0,0.0,0.0
LOLTMNT01_359784,2026-04-09 08:06:21,1,HANJIN BRION,Red,1,1836,0.915,495.0,516.0,-31.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,23,5,45,3.7908,1.4706,9.8693,4.0,4.0,0.0
LOLTMNT01_359808,2026-04-09 09:00:11,2,HANJIN BRION,Blue,0,2868,1.1088,3361.0,2780.0,16.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,26,27,51,4.3305,1.4226,10.7322,3.0,3.0,0.0
LOLTMNT01_359808,2026-04-09 09:00:11,2,Kiwoom DRX,Red,1,2868,1.1088,-3361.0,-2780.0,-16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,27,26,73,3.4519,1.8201,10.9833,4.0,4.0,0.0
LOLTMNT01_359829,2026-04-09 10:10:03,3,Kiwoom DRX,Blue,1,1674,0.7527,1334.0,300.0,26.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14,7,31,3.4767,1.6846,9.8208,4.0,4.0,0.0
LOLTMNT01_359829,2026-04-09 10:10:03,3,HANJIN BRION,Red,0,1674,0.7527,-1334.0,-300.0,-26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,14,19,3.5125,1.4337,9.2115,0.0,0.0,0.0
LOLTMNT01_359892,2026-04-09 11:25:00,1,Nongshim RedForce,Blue,0,2275,1.1077,641.0,-452.0,28.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,19,23,46,3.7451,2.0044,11.2088,2.0,2.0,0.0
LOLTMNT01_359892,2026-04-09 11:25:00,1,KT Rolster,Red,1,2275,1.1077,-641.0,452.0,-28.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23,19,51,4.5363,1.556,11.0242,3.0,3.0,0.0
LOLTMNT01_359914,2026-04-09 12:25:37,2,KT Rolster,Blue,1,1728,1.4236,3394.0,2898.0,60.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,28,13,78,3.8542,1.0069,9.0972,1.0,1.0,0.0
LOLTMNT01_359914,2026-04-09 12:25:37,2,Nongshim RedForce,Red,0,1728,1.4236,-3394.0,-2898.0,-60.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,13,28,32,3.2639,1.5278,9.4097,3.0,3.0,0.0
LOLTMNT01_362027,2026-04-10 08:09:34,1,DN SOOPers,Blue,0,1760,1.1932,-3032.0,-2515.0,-27.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,25,22,3.2386,2.0455,10.5,0.0,0.0,0.0
LOLTMNT01_362027,2026-04-10 08:09:34,1,T1,Red,1,1760,1.1932,3032.0,2515.0,27.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,25,10,54,4.2955,1.5341,10.0568,4.0,4.0,0.0
LOLTMNT01_361274,2026-04-10 09:00:46,2,T1,Blue,1,1450,0.7862,-639.0,-481.0,13.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,11,8,36,3.2276,1.531,8.8138,3.0,3.0,0.0
LOLTMNT01_361274,2026-04-10 09:00:46,2,DN SOOPers,Red,0,1450,0.7862,639.0,481.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,11,12,3.3517,1.4897,8.4828,0.0,0.0,0.0
LOLTMNT01_362077,2026-04-10 10:10:47,1,BNK FEARX,Blue,0,1482,1.1741,-1567.0,-1785.0,-52.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6,23,12,3.5628,0.9717,8.0162,1.0,1.0,0.0
LOLTMNT01_362077,2026-04-10 10:10:47,1,Hanwha Life Esports,Red,1,1482,1.1741,1567.0,1785.0,52.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,23,6,54,3.7247,1.3765,9.2713,1.0,1.0,0.0
LOLTMNT01_361313,2026-04-10 10:57:44,2,Hanwha Life Esports,Blue,0,1643,1.2051,2323.0,743.0,-5.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,10,23,19,3.7979,1.6799,9.8965,1.0,1.0,0.0
LOLTMNT01_361313,2026-04-10 10:57:44,2,BNK FEARX,Red,1,1643,1.2051,-2323.0,-743.0,5.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,23,11,53,3.944,2.045,10.5173,3.0,3.0,0.0
LOLTMNT01_361350,2026-04-10 11:46:50,3,BNK FEARX,Blue,0,1425,1.3895,-2690.0,-3459.0,-69.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,10,23,20,3.4105,1.5579,9.3474,0.0,0.0,0.0
LOLTMNT01_361350,2026-04-10 11:46:50,3,Hanwha Life Esports,Red,1,1425,1.3895,2690.0,3459.0,69.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,23,10,60,3.5368,1.8947,9.3895,3.0,3.0,0.0
LOLTMNT01_362622,2026-04-11 08:06:17,1,Kiwoom DRX,Blue,1,1964,1.0692,-2929.0,-674.0,-9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,24,11,44,3.9104,1.7108,10.5703,3.0,3.0,0.0
LOLTMNT01_362622,2026-04-11 08:06:17,1,Nongshim RedForce,Red,0,1964,1.0692,2929.0,674.0,9.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,11,24,24,3.3299,1.6497,9.6538,2.0,2.0,0.0
LOLTMNT01_362650,2026-04-11 08:59:12,2,Kiwoom DRX,Blue,1,1701,0.7407,1144.0,1826.0,30.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,14,7,37,3.3862,1.6578,10.0882,2.0,2.0,0.0
LOLTMNT01_362650,2026-04-11 08:59:12,2,Nongshim RedForce,Red,0,1701,0.7407,-1144.0,-1826.0,-30.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,7,14,14,3.2099,1.3757,8.6067,1.0,1.0,0.0
LOLTMNT01_361912,2026-04-11 10:14:53,1,Dplus Kia,Blue,1,1742,0.6544,208.0,424.0,26.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,13,6,35,4.0299,1.6188,9.9196,1.0,1.0,0.0
LOLTMNT01_361912,2026-04-11 10:14:53,1,Gen.G,Red,0,1742,0.6544,-208.0,-424.0,-26.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6,13,15,3.8232,1.8255,10.5741,3.0,3.0,0.0
LOLTMNT01_361920,2026-04-11 11:07:33,2,Gen.G,Blue,0,2253,0.6125,-656.0,-900.0,-17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6,17,9,3.2224,1.9441,10.1465,3.0,3.0,0.0
